,index,Unnamed: 0,office_distance_from_house,bonus_salary_percentage,job_satisfaction,education_level,overtime_hour,company_latitude,company_longitude,gender,churn,state,label_state,label_education_level,cluster_office_distance_from_house,cluster_bonus_salary_percentage,cluster_job_satisfaction,cluster_overtime_hour
187,187,187,9715.0,42.92,4.0,masters degree,2.5960654590302816,42.73719547921478,-75.1069092333209,1,0,New York,22,3,0,1,0,0
188,188,188,3612.0,63.62,2.0,masters degree,2.6146687508321427,50.39430230343352,-88.76159883040354,0,1,Ontario,27,3,2,0,1,0
189,189,189,9895.0,70.09,3.0,masters degree,2.7912294371112507,44.28787271552914,-94.7832614847758,0,0,Minnesota,15,3,0,0,0,0
190,190,190,6465.0,45.82,4.0,bachelor/diploma,2.449353517677616,45.23457084751129,-73.21266243600346,1,0,Québec,29,0,2,2,0,0
191,191,191,9503.0,72.79,1.0,masters degree,4.366436869983182,36.57635806670882,-107.42663308785656,1,0,New Mexico,21,3,0,0,1,1
192,192,192,5135.0,50.99,2.0,masters degree,2.916635555126311,42.04133232158935,-84.28780682248932,1,1,Michigan,14,3,2,2,1,0
193,193,193,8581.0,43.07,3.0,masters degree,3.0363926661724103,35.890351982981244,-84.78447838230552,0,0,Tennessee,32,3,2,1,0,0
194,194,194,6503.0,72.82,2.0,bachelor/diploma,4.510508073843856,40.89063507869169,-96.26063199180751,1,0,Nebraska,19,0,2,0,1,1
195,195,195,11795.0,55.26,1.0,bachelor/diploma,2.507510226909381,40.96204536977736,-79.55148687293988,0,1,Pennsylvania,28,0,0,2,1,0
196,196,196,9591.0,77.46,3.0,bachelor/diploma,3.3417313667626702,45.2955203308514,-94.54823411319028,0,0,Minnesota,15,0,0,0,0,1
197,197,197,13879.0,62.33,3.0,bachelor/diploma,3.264705712311452,45.76233062928433,-84.57183654468515,1,0,Michigan,14,0,1,0,0,1
198,198,198,8659.0,45.78,3.0,masters degree,3.571334793258826,40.08819729183711,-87.93102726568429,0,0,Illinois,8,3,2,2,0,1
199,199,199,8458.0,45.3,1.0,bachelor/diploma,4.030562192608933,41.55478639892559,-80.67114329841809,0,1,Ohio,25,0,2,2,1,1
200,200,200,6512.0,42.72,2.0,masters degree,3.5075569730981155,46.68271587496252,-80.63930280879225,1,1,Ontario,27,3,2,1,1,1
201,201,201,5728.0,38.41,3.0,masters degree,2.4712845646580406,41.84618575514602,-92.8553278263012,0,0,Iowa,10,3,2,1,0,0
202,202,202,9993.0,44.64,4.0,masters degree,3.615581314342199,36.2833911292534,-81.66173282337166,1,0,North Carolina,23,3,0,2,0,1
203,203,203,8949.0,50.11,2.0,masters degree,2.600285474711709,41.43144780751373,-86.354595865759,0,1,Indiana,9,3,0,2,1,0
204,204,204,10687.0,75.93,4.0,masters degree,2.3540727691005445,47.00121202739065,-95.745108326564,0,0,Minnesota,15,3,0,0,0,0
205,205,205,15404.0,63.99,3.0,bachelor/diploma,3.0333510862257995,46.85528811394329,-78.4887516687613,0,0,Québec,29,0,1,0,0,0
206,206,206,11681.0,58.11,3.0,bachelor/diploma,3.0150414968137103,41.18073123530139,-89.93486630800749,0,0,Illinois,8,0,0,2,0,0
207,207,207,10046.0,33.85,1.0,bachelor/diploma,2.4380866495564857,43.89930742945885,-79.21726914519819,0,1,Ontario,27,0,0,1,1,0
208,208,208,9979.0,36.85,2.0,masters degree,2.5621723081134684,41.368167234395706,-84.7571907500174,1,0,Ohio,25,3,0,1,1,0
209,209,209,15478.0,55.38,3.0,bachelor/diploma,3.742352110520692,43.97382386599653,-77.61381983253084,1,0,Ontario,27,0,1,2,0,1
210,210,210,17219.0,52.3,2.0,bachelor/diploma,3.7875074831504953,35.802500773691506,-94.10537608379394,0,0,Arkansas,3,0,1,2,1,1
211,211,211,18025.0,34.17,2.0,bachelor/diploma,2.854721902999351,40.18168021775597,-83.19404846760649,1,1,Ohio,25,0,1,1,1,0
212,212,212,15860.0,23.7,1.0,bachelor/diploma,3.308847308276153,43.56383439968895,-90.49672853579344,0,1,Wisconsin,38,0,1,1,1,1
213,213,213,11720.0,44.13,3.0,masters degree,2.869680023533665,36.9388276080284,-78.55651791319727,0,0,Virginia,36,3,0,1,0,0
214,214,214,11443.0,39.87,2.0,bachelor/diploma,2.8190151179253067,44.57635588149592,-83.5774776089003,0,0,Michigan,14,0,0,1,1,0
215,215,215,13678.0,45.15,3.0,bachelor/diploma,2.2797490744768414,41.69573786001425,-77.67626285336851,1,0,Pennsylvania,28,0,1,2,0,0
216,216,216,5446.0,36.27,3.0,masters degree,2.2496312539563106,37.81159414007695,-93.5185504889787,1,0,Missouri,17,3,2,1,0,0
217,217,217,8171.0,50.07,3.0,masters degree,3.825085350406905,38.13206410834661,-102.4075259534934,0,0,Colorado,5,3,2,2,0,1
218,218,218,11766.0,52.02,2.0,bachelor/diploma,3.5858845384316216,37.27382126265218,-91.05447693272129,0,0,Missouri,17,0,0,2,1,1
219,219,219,13788.0,70.78,2.0,bachelor/diploma,2.2174618928909267,43.65398391750106,-87.75783436529406,1,0,Wisconsin,38,0,1,0,1,0
220,220,220,15347.0,60.51,3.0,masters degree,2.8412665384345765,41.0314076277424,-93.15369624023776,1,0,Iowa,10,3,1,0,0,0
221,221,221,13415.0,52.2,2.0,masters degree,3.372635359093945,43.661535753176615,-85.3547230492491,0,1,Michigan,14,3,0,2,1,1
222,222,222,17137.0,73.68,2.0,high-school,3.879477401141629,47.0175457920224,-78.58621399571699,0,0,Québec,29,1,1,0,1,1
223,223,223,10269.0,48.52,2.0,bachelor/diploma,3.4618844665643107,38.68483960644855,-85.20216753600968,0,0,Kentucky,12,0,0,2,1,1
224,224,224,6300.0,53.52,2.0,masters degree,3.7005686727206486,37.558842979440406,-90.8802212844842,1,0,Missouri,17,3,2,2,1,1
225,225,225,20037.0,28.41,1.0,bachelor/diploma,2.821458008369632,39.2647358708378,-76.11542880537806,0,1,Maryland,13,0,1,1,1,0
226,226,226,6535.0,59.37,3.0,masters degree,3.262011471371035,40.76157889445766,-91.50114203489532,1,0,Iowa,10,3,2,2,0,1
227,227,227,12410.0,64.76,1.0,bachelor/diploma,3.97278937858712,37.77750558898529,-99.70360376164771,0,0,Kansas,11,0,0,0,1,1
228,228,228,10129.0,51.22,2.0,masters degree,2.760069444702882,36.851722072315695,-96.38717071004444,1,0,Oklahoma,26,3,0,2,1,0
229,229,229,9918.0,48.28,2.0,masters degree,3.342782808454702,37.98746520100276,-86.85760435098061,1,0,Indiana,9,3,0,2,1,1
230,230,230,14948.0,52.52,5.0,masters degree,1.8771104008070425,45.84986139461728,-79.72115038734457,0,0,Ontario,27,3,1,2,0,0
231,231,231,9328.0,61.27,3.0,masters degree,2.557944852398077,42.03856847976238,-95.62236443465164,0,0,Iowa,10,3,0,0,0,0
232,232,232,6594.0,48.98,3.0,masters degree,2.7003629059218284,36.924160940811845,-92.6976747233119,1,0,Missouri,17,3,2,2,0,0
233,233,233,18566.0,83.84,3.0,bachelor/diploma,3.201447502517252,40.59739667916679,-85.72669342297979,1,0,Indiana,9,0,1,0,0,1
234,234,234,8262.0,45.97,3.0,masters degree,2.8759436140691803,37.29833157230496,-89.37981224466597,0,0,Illinois,8,3,2,2,0,0
235,235,235,14124.0,38.29,2.0,bachelor/diploma,2.684185357369195,36.18640724359276,-78.76546176241672,1,1,North Carolina,23,0,1,1,1,0
236,236,236,12424.0,38.76,2.0,bachelor/diploma,3.2064592853546774,38.52647950926216,-81.61451797648856,0,1,West Virginia,37,0,0,1,1,1
237,237,237,12318.0,45.41,3.0,bachelor/diploma,2.2237329597932267,46.75969382615242,-83.62051232721736,1,0,Ontario,27,0,0,2,0,0
238,238,238,9592.0,60.74,3.0,bachelor/diploma,2.712152785161176,46.64239380241888,-89.52900322770607,0,0,Michigan,14,0,0,0,0,0
239,239,239,14577.0,47.21,2.0,bachelor/diploma,2.7304016892820653,38.24069820593368,-77.18719415391244,0,1,Virginia,36,0,1,2,1,0
240,240,240,5876.0,74.42,2.0,bachelor/diploma,3.5340144955131936,42.636177958341214,-99.06027862017,1,0,Nebraska,19,0,2,0,1,1
241,241,241,11338.0,49.44,1.0,bachelor/diploma,4.164540141288831,41.52394633038909,-82.88564978326994,1,1,Ohio,25,0,0,2,1,1
242,242,242,7611.0,49.0,2.0,masters degree,1.9399586893145169,43.17615789334177,-88.46125430153751,1,0,Wisconsin,38,3,2,2,1,0
243,243,243,12206.0,47.18,4.0,bachelor/diploma,2.995176076911533,42.63607860551539,-78.75400315856058,1,0,New York,22,0,0,2,0,0
244,244,244,14601.0,35.79,1.0,bachelor/diploma,3.3797635585137384,37.55799991485591,-79.01291991038687,0,1,Virginia,36,0,1,1,1,1
245,245,245,8110.0,40.11,2.0,masters degree,2.867603583666292,39.56327479511003,-89.30617489435993,1,0,Illinois,8,3,2,1,1,0
246,246,246,7148.0,33.93,3.0,masters degree,1.8129523720996488,38.63143701086749,-89.55487806083491,1,0,Illinois,8,3,2,1,0,0
247,247,247,16744.0,49.37,3.0,bachelor/diploma,3.3936219075240976,43.7598830035993,-76.72077919668962,0,0,Ontario,27,0,1,2,0,1
248,248,248,12407.0,71.23,3.0,masters degree,3.9403260588296254,44.33715166393491,-89.3739120386315,0,0,Wisconsin,38,3,0,0,0,1
249,249,249,13237.0,60.06,2.0,masters degree,3.7172956070925527,40.48397767029979,-90.45836465274157,1,0,Illinois,8,3,0,2,1,1
250,250,250,6859.0,40.44,4.0,masters degree,3.0511915854003555,39.84967400498382,-92.4141510927499,1,0,Missouri,17,3,2,1,0,0
251,251,251,9784.0,50.46,1.0,bachelor/diploma,3.80624535955888,44.68446469761096,-85.20143328790738,0,1,Michigan,14,0,0,2,1,1
252,252,252,7869.0,48.52,3.0,masters degree,3.2257894741730486,37.23895531791232,-89.04787766897917,0,0,Illinois,8,3,2,2,0,1
253,253,253,17965.0,42.48,2.0,masters degree,3.238231223767784,40.05854056865654,-81.7939046723417,1,1,Ohio,25,3,1,1,1,1
254,254,254,4485.0,42.48,3.0,higher education,3.028292814640455,37.5117458550688,-98.27994911241169,1,0,Kansas,11,2,2,1,0,0
255,255,255,9846.0,51.45,2.0,masters degree,3.3259176098949563,43.24926977924012,-85.10750427454077,1,1,Michigan,14,3,0,2,1,1
256,256,256,11573.0,78.49,3.0,bachelor/diploma,3.3384368316887816,42.12744051578007,-98.4461597643887,1,0,Nebraska,19,0,0,0,0,1
257,257,257,5189.0,35.79,3.0,masters degree,3.0003570534653865,41.22173007401246,-96.62001444412104,1,0,Nebraska,19,3,2,1,0,0
258,258,258,18694.0,59.62,3.0,high-school,2.527928627106516,42.72886499487783,-73.82502658012216,1,0,New York,22,1,1,2,0,0
259,259,259,10571.0,64.12,3.0,bachelor/diploma,2.6663481586643414,40.62378812834785,-98.80717512486292,0,0,Nebraska,19,0,0,0,0,0
260,260,260,5066.0,73.4,1.0,bachelor/diploma,4.673283339615817,40.745046969221775,-96.53565138107444,1,0,Nebraska,19,0,2,0,1,1
261,261,261,12058.0,34.88,1.0,bachelor/diploma,3.3178428292265982,38.72036177903784,-80.32044194550771,1,1,West Virginia,37,0,0,1,1,1
262,262,262,14102.0,64.68,3.0,masters degree,3.00267804956823,41.33664129093562,-95.80837507740024,0,0,Iowa,10,3,1,0,0,0
263,263,263,6698.0,69.08,3.0,masters degree,3.1195819856807354,45.31702534821768,-101.40105615438348,0,0,South Dakota,31,3,2,0,0,1
264,264,264,9212.0,69.95,3.0,masters degree,2.8761574499951847,45.62626422457424,-91.21552522605066,1,0,Wisconsin,38,3,0,0,0,0
265,265,265,12544.0,34.88,2.0,masters degree,3.852171328580841,35.35528214966596,-79.28037872539488,1,0,North Carolina,23,3,0,1,1,1
266,266,266,12045.0,48.99,2.0,masters degree,3.614418225520532,38.6639803432417,-84.93897936882091,1,0,Kentucky,12,3,0,2,1,1
267,267,267,6262.0,39.56,3.0,masters degree,2.97841459520391,42.28682795746845,-92.91961178027486,0,0,Iowa,10,3,2,1,0,0
268,268,268,17729.0,43.12,3.0,bachelor/diploma,2.6040283587749697,43.72688995023989,-72.83357233049703,1,0,Vermont,35,0,1,1,0,0
269,269,269,11182.0,70.59,4.0,masters degree,1.591488555664624,45.2668599356922,-98.98581286952783,1,0,South Dakota,31,3,0,0,0,0
270,270,270,4981.0,70.72,2.0,masters degree,3.4438420688946456,39.41838286453022,-103.860479994001,1,0,Colorado,5,3,2,0,1,1
271,271,271,6001.0,65.48,2.0,masters degree,3.402224161012181,39.53588900944163,-98.46148535838918,0,0,Kansas,11,3,2,0,1,1
272,272,272,11027.0,74.44,4.0,bachelor/diploma,3.612836704830981,48.22288379406229,-84.45729801424895,0,0,Ontario,27,0,0,0,0,1
273,273,273,11754.0,43.59,3.0,masters degree,1.9561878524283665,32.97271494921266,-78.91586156055816,1,0,,30,3,0,1,0,0
274,274,274,11227.0,45.98,3.0,bachelor/diploma,3.4522495867718304,43.40760103588497,-83.63840963801918,0,0,Michigan,14,0,0,2,0,1
275,275,275,6935.0,72.08,2.0,bachelor/diploma,3.272999874999404,46.3433115989245,-98.6225337958447,0,0,North Dakota,24,0,2,0,1,1
276,276,276,12267.0,17.37,2.0,bachelor/diploma,3.4057921390726893,44.27655027756246,-74.23561020139519,1,1,New York,22,0,0,1,1,1
277,277,277,9438.0,65.15,2.0,masters degree,4.2126412994865685,42.0148498222015,-87.89444817715388,0,0,Illinois,8,3,0,0,1,1
278,278,278,12670.0,49.2,3.0,masters degree,2.379988098138053,38.036345349859,-81.23822631543669,0,0,West Virginia,37,3,0,2,0,0
279,279,279,10044.0,49.17,2.0,bachelor/diploma,4.768489143314566,37.72224432644687,-80.56680328755192,1,0,West Virginia,37,0,0,2,1,1
280,280,280,10859.0,54.32,2.0,bachelor/diploma,2.765857085037984,44.03955572183745,-78.45808526518957,0,1,Ontario,27,0,0,2,1,0
281,281,281,13241.0,54.13,4.0,bachelor/diploma,2.654444141051366,42.731589310571366,-80.60079355571358,1,0,Ontario,27,0,0,2,0,0
282,282,282,10374.0,45.32,2.0,bachelor/diploma,2.3353291517815933,49.14136418241723,-80.32119947448321,1,1,Ontario,27,0,0,2,1,0
283,283,283,10415.0,60.84,4.0,bachelor/diploma,2.385530309854329,44.6031493914026,-87.5935000153896,0,0,Wisconsin,38,0,0,0,0,0
284,284,284,16254.0,53.83,3.0,masters degree,2.9933228613226097,41.94663052954581,-84.95522171332479,0,0,Michigan,14,3,1,2,0,0
285,285,285,9898.0,35.34,3.0,masters degree,2.163558059415923,43.57992648620366,-89.63430252667891,1,0,Wisconsin,38,3,0,1,0,0
286,286,286,10041.0,41.93,3.0,masters degree,1.734660247378761,40.857551249820304,-82.23293457035396,1,0,Ohio,25,3,0,1,0,0
287,287,287,15607.0,71.07,1.0,bachelor/diploma,3.6787686823666057,37.35151756104764,-107.56648914094222,0,0,Colorado,5,0,1,0,1,1
288,288,288,10299.0,33.62,1.0,masters degree,3.7300989814900793,38.05129569888851,-77.45942534826423,0,1,Virginia,36,3,0,1,1,1
289,289,289,6648.0,55.4,3.0,masters degree,2.642020421823541,44.69507848165279,-99.11949698188386,1,0,South Dakota,31,3,2,2,0,0
290,290,290,7734.0,49.3,2.0,bachelor/diploma,2.510815683686396,40.341353664093326,-82.96478060718202,0,1,Ohio,25,0,2,2,1,0
291,291,291,5892.0,44.11,3.0,masters degree,2.4846135967114447,39.75666719775467,-91.24839719738378,0,0,Illinois,8,3,2,1,0,0
292,292,292,15771.0,50.12,3.0,bachelor/diploma,3.004909002196813,46.00133493085685,-74.78041899295962,0,0,Québec,29,0,1,2,0,0
293,293,293,11503.0,61.39,1.0,masters degree,4.994574983886023,39.71386423524725,-86.62514297774554,1,0,Indiana,9,3,0,0,1,1
294,294,294,11158.0,49.69,2.0,masters degree,3.0264763154034005,36.9057422153189,-93.13845669755491,1,0,Missouri,17,3,0,2,1,0
295,295,295,13263.0,54.48,2.0,bachelor/diploma,3.2677445359963864,37.96834514224358,-93.68343369208912,1,0,Missouri,17,0,0,2,1,1
296,296,296,15166.0,50.46,4.0,bachelor/diploma,2.193577051281689,43.56151610696991,-77.59759882187804,0,0,New York,22,0,1,2,0,0
297,297,297,13164.0,42.56,3.0,bachelor/diploma,1.983792919200825,40.62182075738711,-79.85725927499342,0,0,Pennsylvania,28,0,0,1,0,0
298,298,298,11409.0,47.24,3.0,masters degree,3.789377367120872,35.143994135001904,-78.99502532916364,1,0,North Carolina,23,3,0,2,0,1
299,299,299,5367.0,38.22,2.0,masters degree,3.4763102558672063,39.85764361342019,-92.74386043989044,0,0,Missouri,17,3,2,1,1,1
300,300,300,11963.0,52.48,2.0,bachelor/diploma,2.9576029772021784,41.53590406452109,-80.73142506780968,1,1,Ohio,25,0,0,2,1,0
301,301,301,18626.0,29.79,1.0,bachelor/diploma,2.4510693333989324,39.96679803364727,-86.35734057797039,0,1,Indiana,9,0,1,1,1,0
302,302,302,13588.0,55.77,2.0,bachelor/diploma,1.9914810821684568,41.99235681381642,-85.93553479806465,0,0,Michigan,14,0,1,2,1,0
303,303,303,7487.0,46.56,4.0,masters degree,2.3571311492127527,37.79552478307773,-88.65082453472743,0,0,Illinois,8,3,2,2,0,0
304,304,304,1430.0,42.1,2.0,masters degree,3.6141271535931874,43.75620932088447,-81.38489305120169,0,1,Ontario,27,3,2,1,1,1
305,305,305,11570.0,54.79,4.0,bachelor/diploma,2.289609815378391,43.119665169391936,-86.33795912296728,1,0,Michigan,14,0,0,2,0,0
306,306,306,13333.0,62.82,2.0,bachelor/diploma,3.659562139057912,38.80436490546053,-96.9513070460006,0,0,Kansas,11,0,0,0,1,1
307,307,307,9361.0,47.39,3.0,masters degree,2.754981201006356,40.45289618374295,-84.7035220270438,1,0,Ohio,25,3,0,2,0,0
308,308,308,9690.0,62.8,3.0,bachelor/diploma,2.1312033420511862,47.07827772154391,-90.22426512190316,0,0,Wisconsin,38,0,0,0,0,0
309,309,309,10402.0,45.64,2.0,masters degree,2.440172671730385,38.55075886434179,-82.42289983688283,1,1,Ohio,25,3,0,2,1,0
310,310,310,17673.0,64.7,2.0,masters degree,2.452704836713664,38.68425627309408,-105.09787537061273,0,0,Colorado,5,3,1,0,1,0
311,311,311,9727.0,71.66,3.0,bachelor/diploma,2.61679501186738,41.79957039885359,-102.98899636446488,1,0,Nebraska,19,0,0,0,0,0
312,312,312,17041.0,37.27,2.0,bachelor/diploma,2.197890739997852,39.62125659377071,-85.16397256503214,1,1,Indiana,9,0,1,1,1,0
313,313,313,16149.0,57.41,3.0,bachelor/diploma,2.899821794219656,38.265999082164,-87.27044384272051,0,0,Indiana,9,0,1,2,0,0
314,314,314,10494.0,47.15,4.0,bachelor/diploma,2.312168733071489,42.35055876459621,-81.2299139586611,0,0,Ontario,27,0,0,2,0,0
315,315,315,9970.0,50.97,2.0,bachelor/diploma,3.8216316349732526,37.516950451610604,-89.14604685984253,1,0,Illinois,8,0,0,2,1,1
316,316,316,9568.0,46.03,4.0,masters degree,2.8104571424044487,41.54766742817321,-90.0023246622159,0,0,Illinois,8,3,0,2,0,0
317,317,317,7017.0,57.41,3.0,masters degree,2.817269408577679,40.76964535364775,-91.66374314901483,1,0,Iowa,10,3,2,2,0,0
318,318,318,5570.0,57.35,3.0,masters degree,2.5943254691334783,43.308135578633575,-86.45387537572023,1,0,Michigan,14,3,2,2,0,0
319,319,319,7878.0,68.63,2.0,bachelor/diploma,3.0643764237204474,41.33488211317453,-99.19167447823024,0,0,Nebraska,19,0,2,0,1,0
320,320,320,10754.0,53.13,3.0,masters degree,3.820024345340212,37.38871136606339,-81.39817097455828,0,0,West Virginia,37,3,0,2,0,1
321,321,321,7797.0,37.23,4.0,masters degree,3.3235938333885606,41.30976316309045,-91.00867886144349,0,0,Illinois,8,3,2,1,0,1
322,322,322,10104.0,55.15,3.0,bachelor/diploma,2.837458794854148,41.76490711877404,-87.30611974304401,1,0,Illinois,8,0,0,2,0,0
323,323,323,8926.0,46.3,2.0,masters degree,3.0394386506152005,41.2418721813559,-82.14510849062692,0,1,Ohio,25,3,0,2,1,0
324,324,324,14772.0,43.29,2.0,bachelor/diploma,2.856780885462109,47.21773893500955,-83.29062234474523,1,1,Ontario,27,0,1,1,1,0
325,325,325,14131.0,49.59,2.0,bachelor/diploma,2.69702433248397,38.33748498363724,-77.60470824649363,1,1,Virginia,36,0,1,2,1,0
326,326,326,13722.0,51.2,3.0,bachelor/diploma,2.83195853357676,39.254128158711545,-78.43268191949299,1,0,West Virginia,37,0,1,2,0,0
327,327,327,4066.0,43.3,4.0,masters degree,2.4944242190335366,47.12774901952997,-93.28090428076212,1,0,Minnesota,15,3,2,1,0,0
328,328,328,12474.0,37.79,3.0,masters degree,2.756642932554317,39.161624558977,-78.42367743212961,1,0,West Virginia,37,3,0,1,0,0
329,329,329,8437.0,40.09,3.0,masters degree,2.38791775299486,41.65473346748613,-91.67180049580357,0,0,Iowa,10,3,2,1,0,0
330,330,330,12374.0,45.76,2.0,bachelor/diploma,3.1785487713068585,40.103054675646526,-83.9462342008138,1,1,Ohio,25,0,0,2,1,1
331,331,331,9016.0,50.73,2.0,bachelor/diploma,2.8011526159443187,41.86022377570977,-84.85378921529706,0,1,Michigan,14,0,0,2,1,0
332,332,332,3125.0,63.38,4.0,masters degree,2.774940819704148,45.2727932193965,-86.25645886680245,1,0,Michigan,14,3,2,0,0,0
333,333,333,15712.0,32.4,1.0,masters degree,3.8426028449563217,37.657023999112646,-80.08157976183564,0,1,Virginia,36,3,1,1,1,1
334,334,334,12642.0,75.29,2.0,bachelor/diploma,3.4538557217747337,41.158466736942366,-103.81497218799848,1,0,Nebraska,19,0,0,0,1,1
335,335,335,16121.0,20.48,1.0,bachelor/diploma,1.9861965594045927,41.6940068069317,-90.50280531271272,1,1,Iowa,10,0,1,1,1,0
336,336,336,6459.0,55.1,2.0,bachelor/diploma,3.805140905909476,38.445946726383134,-90.29985373284308,0,0,Missouri,17,0,2,2,1,1
337,337,337,12442.0,46.03,1.0,masters degree,3.639977396207701,41.766711628587736,-82.9180248755115,1,1,Ohio,25,3,0,2,1,1
338,338,338,12164.0,54.82,4.0,bachelor/diploma,3.043784047370143,40.89300134478598,-90.1192449743242,0,0,Illinois,8,0,0,2,0,0
339,339,339,8894.0,63.24,3.0,masters degree,3.9715915968788216,43.114047156204265,-100.71444867205008,1,0,South Dakota,31,3,0,0,0,1
340,340,340,9936.0,66.49,3.0,masters degree,2.3571481247762853,41.68225094631816,-100.54066334029952,1,0,Nebraska,19,3,0,0,0,0
341,341,341,9438.0,48.83,2.0,bachelor/diploma,2.6273002085085824,49.14890504768239,-81.99637696511753,1,0,Ontario,27,0,0,2,1,0
342,342,342,8066.0,83.74,4.0,bachelor/diploma,2.667257167524277,48.83295834179287,-96.77628647530533,1,0,Minnesota,15,0,2,0,0,0
343,343,343,8868.0,46.78,3.0,masters degree,2.7841745306774808,43.493526844332905,-90.22366370604936,0,0,Wisconsin,38,3,0,2,0,0
344,344,344,959.0,64.41,3.0,masters degree,4.442841145526044,44.71450165952277,-111.6269023801041,0,0,Montana,18,3,2,0,0,1
345,345,345,6775.0,27.98,0.0,masters degree,4.4611172479099634,34.63931131854589,-76.21930444332367,0,1,,0,3,2,1,1,1
346,346,346,11144.0,74.52,2.0,bachelor/diploma,3.786296847286545,40.410165073465926,-103.39080937867568,1,0,Colorado,5,0,0,0,1,1
347,347,347,14466.0,73.46,1.0,bachelor/diploma,4.105140702072191,37.18533131113,-107.75366603912184,1,0,Colorado,5,0,1,0,1,1
348,348,348,7951.0,48.66,3.0,masters degree,3.3442249888815616,44.99433591559468,-91.81795995247026,1,0,Wisconsin,38,3,2,2,0,1
349,349,349,11621.0,61.38,2.0,masters degree,4.065606246461984,42.175532702828896,-85.45926061610194,1,0,Michigan,14,3,0,0,1,1
350,350,350,15469.0,60.52,3.0,bachelor/diploma,3.4888632206210475,46.04847472680443,-78.28006475560865,1,0,Ontario,27,0,1,0,0,1
351,351,351,9263.0,76.1,1.0,bachelor/diploma,4.092369707761057,40.11659218698679,-103.90081710158422,0,0,Colorado,5,0,0,0,1,1
352,352,352,6563.0,64.9,3.0,bachelor/diploma,3.3535235969826847,48.10541140514907,-93.96398172693056,0,0,Minnesota,15,0,2,0,0,1
353,353,353,13620.0,62.34,4.0,bachelor/diploma,2.802737612212697,38.44508864797497,-91.5891026835211,1,0,Missouri,17,0,1,0,0,0
354,354,354,13001.0,26.6,1.0,bachelor/diploma,2.63486832536074,43.32324632363638,-88.2721065975791,0,1,Wisconsin,38,0,0,1,1,0
355,355,355,16687.0,69.58,4.0,bachelor/diploma,2.544894970721004,46.4182920988367,-90.88520701333138,1,0,Wisconsin,38,0,1,0,0,0
356,356,356,12705.0,74.47,3.0,masters degree,3.204385879132932,42.82764716138901,-100.438426020947,0,0,Nebraska,19,3,0,0,0,1
357,357,357,9863.0,58.16,3.0,bachelor/diploma,2.8613611982176046,43.42789661967023,-91.26851171097286,1,0,Iowa,10,0,0,2,0,0
358,358,358,14956.0,53.81,3.0,bachelor/diploma,2.2010427980973644,40.122248790137725,-78.27043144204329,1,0,Pennsylvania,28,0,1,2,0,0
359,359,359,5299.0,47.17,4.0,masters degree,2.9256804432423915,49.0222098337257,-90.59435331686328,0,0,Ontario,27,3,2,2,0,0
360,360,360,6883.0,36.39,1.0,masters degree,3.5672634958176896,39.13764577543615,-78.97121549463783,1,1,West Virginia,37,3,2,1,1,1
361,361,361,14863.0,56.56,2.0,masters degree,3.564270534054089,36.89388770247014,-96.6985734872563,0,0,Oklahoma,26,3,1,2,1,1
362,362,362,7671.0,60.16,1.0,masters degree,4.232302955572692,37.96639449388751,-93.11752018578252,0,0,Missouri,17,3,2,2,1,1
363,363,363,15940.0,64.85,3.0,bachelor/diploma,3.3152872134830336,44.72340697827815,-85.91199108904242,0,0,Michigan,14,0,1,0,0,1
364,364,364,10291.0,61.7,4.0,bachelor/diploma,2.32942393897556,44.37377127850007,-89.68072395915331,0,0,Wisconsin,38,0,0,0,0,0
365,365,365,17147.0,59.88,2.0,high-school,2.562298524768172,47.57065201676578,-86.0159015069153,0,1,Ontario,27,1,1,2,1,0
366,366,366,11140.0,44.56,3.0,masters degree,3.106392487524221,35.355857995193674,-83.87039876186822,0,0,North Carolina,23,3,0,2,0,1
367,367,367,12126.0,45.3,1.0,masters degree,3.773302376436735,41.00781888004144,-81.3828253487843,0,1,Ohio,25,3,0,2,1,1
368,368,368,15268.0,60.45,3.0,bachelor/diploma,3.1479152132417543,39.43777645414694,-87.29804448569115,0,0,Indiana,9,0,1,0,0,1
369,369,369,8928.0,58.19,3.0,bachelor/diploma,3.4321646011346925,47.6550169482482,-91.32345894253572,0,0,Minnesota,15,0,0,2,0,1
370,370,370,6817.0,46.1,2.0,bachelor/diploma,3.6158258550418063,45.03059813545303,-85.36250753410336,1,1,Michigan,14,0,2,2,1,1
371,371,371,9339.0,41.22,2.0,masters degree,2.6798630176748977,36.774993480025,-82.64264771908176,1,0,Virginia,36,3,0,1,1,0
372,372,372,6182.0,63.98,2.0,bachelor/diploma,3.804379504181502,40.0616545988708,-94.15920612348977,1,0,Missouri,17,0,2,0,1,1
373,373,373,11490.0,64.92,2.0,masters degree,3.147048552150669,40.31221292435737,-98.13779572536852,0,0,Nebraska,19,3,0,0,1,1
374,374,374,10706.0,41.1,1.0,bachelor/diploma,3.9570743943691946,39.761405544238094,-80.51300422099499,1,1,Pennsylvania,28,0,0,1,1,1
375,375,375,11015.0,49.27,4.0,bachelor/diploma,3.0688588195938635,45.692292480992,-86.51857509747438,1,0,Michigan,14,0,0,2,0,0
376,376,376,6652.0,60.8,1.0,bachelor/diploma,4.797144933074703,37.0503259359398,-93.4668046991054,1,0,Missouri,17,0,2,0,1,1
